guideword,grammar,example,level,type,scene_uid,uid
ces derniers + nom,exprimer 'ces derniers jours/années' pour dire 'ces derniers temps',"Beaucoup de choses ont changé ces dernières années.
J'ai beaucoup révisé ces derniers mois.",B1,Adjectives & Adverbs,593,1185
dernier + nom (non temporel),utiliser 'dernier' avant le nom pour dire 'final' ou 'le plus récent' avec des noms non liés au temps,"Les dernières hirondelles sont parties au début de l'automne.
Annabelle veut toujours avoir le dernier mot!
Il est en train de lire le dernier chapitre de ton roman.",B1,Adjectives & Adverbs,593,1186
la fois dernière / la dernière fois,"utiliser 'la dernière fois' pour exprimer 'la dernière fois que' avec une proposition relative, et les deux formes sont possibles sans complément","Tu étais encore avec Stéphane la fois dernière.
Tu étais encore avec Stéphane la dernière fois.
Tu étais encore avec Stéphane la dernière fois que je t'ai vue.",B1,Adjectives & Adverbs,594,1187
courir au passé composé,conjuguer le verbe 'courir' et ses dérivés au passé composé avec l'auxiliaire avoir,"J'ai couru pour arriver à l'heure.
Tu as couru dans ce parc ?
Anna a couru dans les bras de Laurent.
Nous avons couru de chez nous jusqu'au restaurant !
Vous n'avez jamais couru de toute votre vie !
Les enfants ont couru tout l'après-midi.",B1,Verbs Tenses & Conjugation,594,1188
participe passé irrégulier,utiliser le participe passé irrégulier 'couru' pour 'courir' et ses dérivés,"couru
parcouru
recouru
secouru
encouru
concouru",B1,Verbs Tenses & Conjugation,595,1189
accord du participe passé avec avoir,ne pas accorder le participe passé quand l'auxiliaire est avoir et qu'il n'y a pas de complément d'objet direct placé avant,"Il a couru une heure ce matin.
Elle a couru une heure ce matin.",B1,Verbs Tenses & Conjugation,595,1190
dérivés de courir,appliquer la même conjugaison au passé composé pour les verbes dérivés de 'courir',"J'ai parcouru votre script, et ce n'est pas mal du tout !
Est-ce que tu as recouru à un spécialiste ?
Le pompier a secouru mon chiot.
Nous avons encouru des pertes importantes.
Vous avez parcouru 10 km à vélo.
Toutes ces réformes ont concouru à leur succès.",B1,Verbs Tenses & Conjugation,596,1191
le / l' neutre,"utiliser un pronom neutre pour faire référence à une idée, opinion ou action mentionnée précédemment","Je ne le savais pas.
Tu le penses sincèrement ?
Je l'ai toujours pensé et je le penserai toujours.
Je le souhaite de tout mon cœur.",B1,Pronouns,596,1192
le + infinitif,employer le pronom neutre 'le' avec un verbe à l'infinitif pour éviter la répétition d'une action,"Si nous pouvions partir en vacances, nous le ferions tout de suite.
Je veux courir dans les champs. Je veux le faire tout le temps.
Non, je ne sais pas le faire.
Oui, je le veux.",B1,Pronouns,597,1193
le fait de + verbe,remplacer une action introduite par un infinitif avec 'le faire' pour éviter la répétition,"Je veux courir dans les champs. Je veux le faire tout le temps.
Est-ce que tu sais marcher sur les mains ? - Non, je ne sais pas le faire.",B1,Pronouns,597,1194
y remplace à + idée,utiliser le pronom adverbial 'y' quand l'idée est introduite par la préposition 'à',"Attention : Quand les idées sont introduites par la préposition à, alors vous utilisez le pronom adverbial y !",B1,Pronouns,598,1195
passer un examen,utiliser 'passer' pour dire 'to take an exam' sans indiquer le résultat,"Elle passe le bac, mais elle n'est pas sûre de l'avoir.
Et l'exam que tu as passé le mois dernier ?
J'ai passé le concours d'entrée, j'espère que je l'obtiendrai !",B1,"Idioms, Idiomatic Usage, and Structures",598,1196
réussir à / obtenir / avoir un examen,"exprimer le succès à un examen avec des verbes comme 'réussir', 'obtenir' ou 'avoir'","je ne l'ai pas eu / je ne l'ai pas réussi !
J'ai passé le concours d'entrée, j'espère que je l'obtiendrai !",B1,"Idioms, Idiomatic Usage, and Structures",599,1197
ne pas utiliser 'prendre un examen',éviter d'utiliser 'prendre' pour dire 'to take an exam',Note que tu ne utiliseras jamais 'prendre' pour dire 'to take an exam' !,B1,"Idioms, Idiomatic Usage, and Structures",599,1198
avoir un exam,utiliser l'expression 'avoir + nom d'examen' pour dire qu'on a réussi un examen ou obtenu un diplôme,"Youpi ! J'ai eu ma licence !
Et toi ? - Non, je ne l'ai pas eu.
Mon frère a eu son bac.
J'ai eu mon master en biologie il y a deux ans.",B1,"Idioms, Idiomatic Usage, and Structures",600,1199
participe passé de avoir,conjuguer correctement le verbe avoir au passé composé pour exprimer une réussite passée,"J'ai eu ma licence !
je ne l'ai pas eu
Mon frère a eu son bac
J'ai eu mon master",B1,"Idioms, Idiomatic Usage, and Structures",600,1200
passer avec être,utiliser être comme auxiliaire avec passer quand il est intransitif et suivi d'une préposition,"Je suis passé par la maison en allant au travail.
Elle est passée chez Laurent hier.
Nous sommes passés devant la poste.",B1,"Idioms, Idiomatic Usage, and Structures",601,1201
passer avec avoir,utiliser avoir comme auxiliaire avec passer quand il est transitif et a un complément d'objet direct,"J'ai passé l'été dernier en Italie.
J'ai passé mon examen hier.
Il a passé le sel à son père.",B1,"Idioms, Idiomatic Usage, and Structures",601,1202
verbes à deux auxiliaires,identifier les verbes qui peuvent utiliser avoir ou être selon leur usage (transitif/intransitif),"Demeurer, descendre, entrer, monter, rentrer, repasser, retourner, sortir peuvent utiliser avoir ou être selon le contexte.",B1,"Idioms, Idiomatic Usage, and Structures",602,1203
ne...pas avec verbes réfléchis,utiliser la négation autour du pronom réfléchi et du verbe auxiliaire être au passé composé,"Je ne me suis pas amusée.
Tu ne t'es pas réveillé à temps.
Il ne s'est pas reposé longtemps.
Elles ne se sont pas rasées cette semaine.",B1,Negative Words & Constructions,602,1204
partir,"utiliser un verbe intransitif pour exprimer le départ, avec ou sans complément de lieu introduit par une préposition","Elle part dans cinq minutes.
Je suis partie de chez moi vers 9h.
Nous allons partir de Paris pour aller à Angers.
Ton train part pour Montpellier à quelle heure ?",B1,"Idioms, Idiomatic Usage, and Structures",603,1205
sortir de,utiliser un verbe (intransitif ou transitif) avec « de » pour exprimer qu’on quitte un lieu fermé ou en cours de sortie,"Je suis sortie de la maison vers 9h.
Nous sortons juste du métro.
Il sort de son travail à 19h.
Vous êtes sortis de la pièce avant nous.
- Où es-tu ? - Je sors de Paris là, je serai à la maison dans 20 minutes.
Il vient de sortir de Bordeaux, il ne va pas tarder.",B1,"Idioms, Idiomatic Usage, and Structures",603,1206
quitter,utiliser un verbe transitif pour exprimer quitter un lieu ou une personne de façon définitive ou temporaire,"Elle a dû quitter le cours plus tôt aujourd'hui.
En général, nous quittons le bureau à 18h.
Il a enfin quitté son travail ! Tant mieux pour lui !
Cette fois, je quitte l'Angleterre pour de bon.
On a quitté Chartres vers 8h30.
Elle quitte Adrien pour quelqu’un d’autre.
Je ne te quitterai jamais !",B1,"Idioms, Idiomatic Usage, and Structures",604,1207
laisser,utiliser un verbe transitif pour exprimer qu’on abandonne ou place une personne ou une chose quelque part,"Je laisse ma fille à l'école.
Tu laisses la porte ouverte tous les soirs.
J’ai laissé mon chien chez ma mère pour le weekend.",B1,"Idioms, Idiomatic Usage, and Structures",604,1208
verbe intransitif,identifier un verbe qui ne prend pas de complément d'objet direct,partir (ex. : Je pars.),B1,"Idioms, Idiomatic Usage, and Structures",605,1209
verbe transitif,identifier un verbe qui nécessite un complément d'objet direct,"quitter (ex. : Elle quitte le bureau.)
laisser (ex. : Je laisse ma fille à l'école.)",B1,"Idioms, Idiomatic Usage, and Structures",605,1210
y (remplace à + chose),"utiliser le pronom adverbial 'y' pour remplacer un complément introduit par 'à + chose, objet ou lieu'","Elle répond à une lettre. Elle y répond.
Nous nous intéressons au sport. Nous nous y intéressons.
Il pense à ses vacances. Il y pense.
Nous pensons à faire nos devoirs. Nous y pensons.",B1,Pronouns,606,1211
y avec choses plurielles,"utiliser 'y' même quand le groupe remplacé est au pluriel, tant que ce n'est pas une personne",Il pense à ses vacances. Il y pense.,B1,Pronouns,606,1212
remplacement de à + personnes,"utiliser les pronoms indirects (lui, leur) à la place de 'y' quand le complément est une personne","Nous avons répondu à Sabrina. Nous lui avons répondu oui.
J'écrirai à mes cousines. Je leur écrirai bientôt.",B1,Pronouns,607,1213
pronoms objets en impératif négatif,utiliser les pronoms objets directs et indirects avant le verbe dans les impératifs négatifs,"Ne me le donne pas !
Ne la lui écris pas !",B1,Negative Words & Constructions,607,1214
pronoms adverbiaux en impératif négatif,placer les pronoms adverbiaux y et en avant le verbe dans les impératifs négatifs,"N'en faisons pas !
N'y allez pas !",B1,Negative Words & Constructions,608,1215
ordre des pronoms en impératif négatif,conserver le même ordre des pronoms qu’en phrase négative normale,"Tu ne me le donnes pas → Ne me le donne pas !
Tu ne la lui écris pas → Ne la lui écris pas !",B1,Negative Words & Constructions,608,1216
sujet implicite en impératif,omettre le pronom sujet (tu/nous/vous) dans l’impératif,"Ne me le donne pas ! (au lieu de *Tu ne me le donnes pas)
N'en faisons pas ! (au lieu de *Nous n'en faisons pas)",B1,Negative Words & Constructions,609,1217
adjectif féminin -u → -üe,former le féminin des adjectifs se terminant par -u,"aigu / aigüe
ambigu / ambigüe
contigu / contigüe",B1,Adjectives & Adverbs,609,1218
prononciation identique,comprendre que le masculin et le féminin se prononcent de la même manière,Le féminin en -üe se prononce exactement comme le masculin en -u.,B1,Adjectives & Adverbs,610,1219
tréma (ü),utiliser le tréma pour indiquer que le u est une voyelle séparée,"Le tréma dans 'aigüe' montre que le u est prononcé comme une voyelle distincte, sinon 'aigue' ressemblerait à 'œuf' en anglais.",B1,Adjectives & Adverbs,610,1220
orthographe alternative -uë,reconnaître une ancienne forme acceptée du féminin des adjectifs en -u,"Avant les années 1990, on écrivait parfois -uë (ex. ambiguë), et cette forme reste acceptable aujourd'hui.",B1,Adjectives & Adverbs,611,1221
ancien,utiliser un adjectif avant ou après le nom pour changer le sens (ex. : ancien = ex-/ancien ou vieux/ancien),"L'ancienne maison où j'habitais était plus grande que mon appartement actuel.
La maison ancienne où j'habite a beaucoup de cachet.
Mon ancien petit copain
Ce tableau ancien",B1,Adjectives & Adverbs,611,1222
position des adjectifs,placer certains adjectifs avant ou après le nom selon leur sens ou leur fréquence d'usage,"Ancien avant le nom = ex-/ancien
Ancien après le nom = vieux/ancien",B1,Adjectives & Adverbs,612,1223
adjectifs variables,identifier des adjectifs dont le sens change complètement selon la position par rapport au nom,"Propre = own/clean
Cher = dear/expensive
Certain = specific / sure
Dernier = final/previous
Vrai = real/true",B1,Adjectives & Adverbs,612,1224
impératif affirmatif réfléchi,conjuguer un verbe pronominal à l'impératif présent pour donner un ordre positif,"Lève-toi !
Levons-nous !
Levez-vous !
Assieds-toi !
Asseyons-nous !
Asseyez-vous !
Assois-toi !",B1,Verbs Tenses & Conjugation,613,1225
pronoms réfléchis à l'impératif,placer le pronom réfléchi après le verbe sous forme de pronom tonique avec un trait d'union,"lève-toi
levons-nous
levez-vous",B1,Verbs Tenses & Conjugation,613,1226
verbes en -er à l'impératif,supprimer le 's' de la forme 'tu' des verbes en -er à l'impératif affirmatif,"lève-toi (et non *lèves-toi)
assieds-toi",B1,Verbs Tenses & Conjugation,614,1227
forme alternative de suggestion,utiliser l'impératif de 'aller' suivi de l'infinitif d'un verbe réfléchi pour adoucir un ordre,"Allez vous habiller !
Allons nous préparer.
Va te coucher !",B1,Verbs Tenses & Conjugation,614,1228
s'asseoir à l'impératif,conjuguer correctement le verbe irrégulier 's'asseoir' à l'impératif avec deux formes acceptées,"Assieds-toi !
Asseyons-nous !
Asseyez-vous !
Assois-toi !
Assoyons-nous !
Assoyez-vous !",B1,Verbs Tenses & Conjugation,615,1229
passé composé avec avoir,conjuguer un verbe du premier groupe ou irrégulier avec l'auxiliaire avoir au présent + participe passé,"J'ai battu Marc aux échecs hier.
As-tu enfin battu son score ?
Elle a battu les œufs avant d'ajouter la farine.",B1,Verbs Tenses & Conjugation,615,1230
participe passé de battre,utiliser le participe passé 'battu' après l'auxiliaire avoir pour exprimer une action terminée,"Nous avons battu l'autre équipe à la loyale !
Vous avez battu tous les records l'année dernière.
Ils ont battu toute la nuit.",B1,Verbs Tenses & Conjugation,616,1231
accord du participe passé avec avoir,ne pas accorder le participe passé quand l'auxiliaire est avoir et qu'il n'y a pas de complément d'objet direct placé avant,"Il a battu les cartes.
Elle a battu les cartes.",B1,Verbs Tenses & Conjugation,616,1232
verbes dérivés de battre,"conjuguer les verbes dérivés comme abattre, rabattre, débattre, combattre selon le même modèle que battre","J'ai abattu l'arbre derrière notre maison.
Tu as rabattu ton col.
Ils ont débattu toute la nuit.
La France a combattu aux côtés des États-Unis.",B1,Verbs Tenses & Conjugation,617,1233
celui/celle/ceux/celles,utiliser un pronom démonstratif pour éviter la répétition et désigner précisément une personne ou une chose déjà mentionnée,"Eva aime mes biscuits mais déteste ceux de sa tante.
Celles que je préfère sont les pommes vertes.
Dans ce groupe, le chanteur est celui avec des lunettes.
Regarde ces filles. Celle qui court s'appelle Sophia.",B1,Pronouns,617,1234
accord en genre et en nombre,faire accorder le pronom démonstratif avec le nom auquel il se réfère en genre (masculin/féminin) et en nombre (singulier/pluriel),"celui (masculin singulier) → celui avec des lunettes
celle (féminin singulier) → celle qui court
ceux (masculin pluriel) → ceux de sa tante
celles (féminin pluriel) → celles que je préfère",B1,Pronouns,618,1235
